0000000011111111	-7.5158186445E-04	0.0
0000000101111111	-1.3447085121E-03	0.0
0000000110111111	8.7266804024E-04	0.0
0000000111011111	-1.3447085121E-03	0.0
0000000111101111	2.8613629506E-03	0.0
0000000111110111	8.7266804024E-04	0.0
0000000111111011	-6.9365967054E-04	0.0
0000000111111101	8.7266804024E-04	0.0
0000000111111110	-1.3447085121E-03	0.0
0000001001111111	8.7266804024E-04	0.0
0000001010111111	-1.3447085121E-03	0.0
0000001011011111	2.8613629506E-03	0.0
0000001011101111	-1.3447085121E-03	0.0
0000001011110111	-6.9365967054E-04	0.0
0000001011111011	8.7266804024E-04	0.0
0000001011111101	-1.3447085121E-03	0.0
0000001011111110	8.7266804024E-04	0.0
0000001100111111	-1.3809769672E-03	0.0
0000001101011111	3.9853233343E-03	0.0
0000001101101111	-2.0945119200E-03	0.0
0000001101110111	-7.3629255307E-04	0.0
0000001101111011	1.1634686422E-03	0.0
0000001101111101	-1.9854978651E-03	0.0
0000001101111110	1.5205278007E-03	0.0
0000001110011111	-2.0945119200E-03	0.0
0000001110101111	3.9853233343E-03	0.0
0000001110110111	1.1634686422E-03	0.0
0000001110111011	-7.3629255307E-04	0.0
0000001110111101	1.5205278007E-03	0.0
0000001110111110	-1.9854978651E-03	0.0
0000001111001111	-4.7926273979E-03	0.0
0000001111010111	-2.6916702637E-03	0.0
0000001111011011	2.1860203944E-03	0.0
0000001111011101	-2.0945119200E-03	0.0
0000001111011110	3.9853233343E-03	0.0
0000001111100111	2.1860203944E-03	0.0
0000001111101011	-2.6916702637E-03	0.0
0000001111101101	3.9853233343E-03	0.0
0000001111101110	-2.0945119200E-03	0.0
0000001111110011	-5.2771067880E-04	0.0
0000001111110101	1.1634686422E-03	0.0
0000001111110110	-7.3629255307E-04	0.0
0000001111111001	-7.3629255307E-04	0.0
0000001111111010	1.1634686422E-03	0.0
0000001111111100	-1.3809769672E-03	0.0
0000010001111111	-1.3447085121E-03	0.0
0000010010111111	2.8613629506E-03	0.0
0000010011011111	-1.3447085121E-03	0.0
0000010011101111	8.7266804024E-04	0.0
0000010011110111	8.7266804024E-04	0.0
0000010011111011	-1.3447085121E-03	0.0
0000010011111101	8.7266804024E-04	0.0
0000010011111110	-6.9365967054E-04	0.0
0000010100111111	3.9853233343E-03	0.0
0000010101011111	-3.8277247322E-03	0.0
0000010101101111	3.9853233343E-03	0.0
0000010101110111	1.5205278007E-03	0.0
0000010101111011	-2.7074191392E-03	0.0
0000010101111101	2.4408055655E-03	0.0
0000010101111110	-2.7074191392E-03	0.0
0000010110011111	3.9853233343E-03	0.0
0000010110101111	-1.2352175050E-02	0.0
0000010110110111	-3.3748156384E-03	0.0
0000010110111011	2.1860203944E-03	0.0
0000010110111101	-3.3748156384E-03	0.0
0000010110111110	5.2111082730E-03	0.0
0000010111001111	3.9853233343E-03	0.0
0000010111010111	2.4408055655E-03	0.0
0000010111011011	-2.7074191392E-03	0.0
0000010111011101	1.5205278007E-03	0.0
0000010111011110	-2.7074191392E-03	0.0
0000010111100111	-3.3748156384E-03	0.0
0000010111101011	5.2111082730E-03	0.0
0000010111101101	-3.3748156384E-03	0.0
0000010111101110	2.1860203944E-03	0.0
0000010111110011	1.1634686422E-03	0.0
0000010111110101	-1.2839754545E-03	0.0
0000010111110110	1.1634686422E-03	0.0
0000010111111001	1.1634686422E-03	0.0
0000010111111010	-2.2708594908E-03	0.0
0000010111111100	1.1634686422E-03	0.0
0000011000111111	-2.0945119200E-03	0.0
0000011001011111	3.9853233343E-03	0.0
0000011001101111	-1.3809769672E-03	0.0
0000011001110111	-7.3629255307E-04	0.0
0000011001111011	1.5205278007E-03	0.0
0000011001111101	-1.9854978651E-03	0.0
0000011001111110	1.1634686422E-03	0.0
0000011010011111	-4.7926273979E-03	0.0
0000011010101111	3.9853233343E-03	0.0
0000011010110111	2.1860203944E-03	0.0
0000011010111011	-2.0945119200E-03	0.0
0000011010111101	3.9853233343E-03	0.0
0000011010111110	-2.6916702637E-03	0.0
0000011011001111	-2.0945119200E-03	0.0
0000011011010111	-2.6916702637E-03	0.0
0000011011011011	3.9853233343E-03	0.0
0000011011011101	-2.0945119200E-03	0.0
0000011011011110	2.1860203944E-03	0.0
0000011011100111	1.1634686422E-03	0.0
0000011011101011	-1.9854978651E-03	0.0
0000011011101101	1.5205278007E-03	0.0
0000011011101110	-7.3629255307E-04	0.0
0000011011110011	-7.3629255307E-04	0.0
0000011011110101	1.1634686422E-03	0.0
0000011011110110	-5.2771067880E-04	0.0
0000011011111001	-1.3809769672E-03	0.0
0000011011111010	1.1634686422E-03	0.0
0000011011111100	-7.3629255307E-04	0.0
0000011100011111	-4.2239512486E-03	0.0
0000011100101111	3.1469998996E-03	0.0
0000011100110111	1.5205278007E-03	0.0
0000011100111011	-1.9854978651E-03	0.0
0000011100111101	4.1683880071E-03	0.0
0000011100111110	-3.1363010408E-03	0.0
0000011101001111	-4.2239512486E-03	0.0
0000011101010111	-3.1369409906E-03	0.0
0000011101011011	5.7900056808E-03	0.0
0000011101011101	-4.1380898102E-03	0.0
0000011101011110	5.7900056808E-03	0.0
0000011101100111	1.5205278007E-03	0.0
0000011101101011	-3.1363010408E-03	0.0
0000011101101101	4.1683880071E-03	0.0
0000011101101110	-1.9854978651E-03	0.0
0000011101110011	-7.3629255307E-04	0.0
0000011101110101	1.5205278007E-03	0.0
0000011101110110	-7.3629255307E-04	0.0
0000011101111001	-2.0945119200E-03	0.0
0000011101111010	2.1860203944E-03	0.0
0000011101111100	-2.0945119200E-03	0.0
0000011110001111	8.2342441826E-03	0.0
0000011110010111	4.5110054571E-03	0.0
0000011110011011	-3.1363010408E-03	0.0
0000011110011101	4.1683880071E-03	0.0
0000011110011110	-6.6515693739E-03	0.0
0000011110100111	-5.9808800545E-03	0.0
0000011110101011	5.7900056808E-03	0.0
0000011110101101	-1.2598847008E-02	0.0
0000011110101110	5.7900056808E-03	0.0
0000011110110011	1.1634686422E-03	0.0
0000011110110101	-3.3748156384E-03	0.0
0000011110110110	2.1860203944E-03	0.0
0000011110111001	1.5205278007E-03	0.0
